,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
95,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00137,20.00138,20.00138,20.00138,20.00138,20.00208,20.00208,20.00206,20.00203,20.00203,18.56606,14.2279,10.65772,8.022229,5.653808,3.681813,2.053515,0.6642901,-0.2191424,-0.9350592,-1.624014,-2.188362,-2.666573,-3.083212,-3.453257,-3.783227,-4.076252,-4.338715,-4.569345,-4.770168,-4.964703,-5.148098,-5.323322,-5.492379,-5.657203,-5.817746,-5.974963,-6.129557,-6.277218,-6.41629,-6.563095,-6.71194,-6.863177,-7.018382,-7.178589,-7.343916,-7.515733,-7.694237,-7.877348,-8.065825,-8.28443,-8.3984,-8.585975,-8.772875,-8.958342,-9.140042,-9.3153,-9.479933,-9.630042
96,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
97,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,20.00207,20.00209,20.00204,17.73418,12.04432,7.594698,3.945374,1.134536,-1.054248,-2.764038,-4.115267,-5.199089,-6.08769,-6.824773,-7.454349,-8.00279,-8.477883,-8.856625,-9.2244,-9.542058,-9.81725,-10.05691,-10.26711,-10.45171,-10.60937,-10.75247,-10.88023,-10.99338,-11.09354,-11.18335,-11.2636,-11.33613,-11.4015,-11.46018,-11.51175,-11.55764,-11.59935,-11.63472,-11.66491,-11.68992,-11.71077,-11.72806,-11.74222,-11.75427,-11.76719,-11.779,-11.79138,-11.80315,-11.81458,-11.82615,-11.83745,-11.84909,,,,,,,
98,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
99,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,20.00213,20.00211,20.00204,19.20208,13.53275,8.886783,5.449459,2.442128,0.3335126,-1.341997,-2.843592,-4.061278,-5.064641,-5.901948,-6.598272,-7.214858,-7.754806,-8.252043,-8.5566,-8.9039,-9.2111,-9.484833,-9.731258,-9.94985,-10.14196,-10.32087,-10.48307,-10.62962,-10.76196,-10.88188,-10.99109,-11.09143,-11.18121,-11.26322,-11.33817,-11.40564,-11.46508,-11.51691,-11.56071,-11.59705,-11.62627,-11.65041,-11.66983,-11.68564,-11.70177,-11.71758,-11.7338,-11.75065,-11.76838,-11.78749,-11.80922,-11.83783,,,,,,,
100,Voltage (V)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
101,Current Density(mA/cm2)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Reverse,Light,20.00205,20.00205,20.00203,20.00207,18.26371,12.65854,8.277943,4.520123,1.607758,-0.5742516,-2.364888,-3.881068,-5.061055,-6.018108,-6.81072,-7.476742,-8.040413,-8.518833,-8.903142,-9.2506,-9.5453,-9.798875,-10.01773,-10.20909,-10.37847,-10.53,-10.66625,-10.78902,-10.89674,-10.99628,-11.08539,-11.16471,-11.23412,-11.29423,-11.34487,-11.38703,-11.42137,-11.44901,-11.47105,-11.49086,-11.50902,-11.5258,-11.54092,-11.55579,-11.56936,-11.58179,-11.59433,-11.60618,-11.61778,-11.63024,-11.64316,-11.65493,,,,,,,
102,Voltage (V)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
103,Current Density(mA/cm2)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Forward,Light,20.00207,20.00202,20.00208,20.00203,20.00199,14.35856,9.528417,5.838315,2.695415,0.3981732,-1.375422,-2.928757,-4.191317,-5.23615,-6.117706,-6.871501,-7.517342,-8.084496,-8.478675,-8.857742,-9.171967,-9.447058,-9.687442,-9.900717,-10.09282,-10.26719,-10.42623,-10.57147,-10.70165,-10.81949,-10.92573,-11.02027,-11.10361,-11.17519,-11.23586,-11.28543,-11.32542,-11.35764,-11.38395,-11.40421,-11.42419,-11.44353,-11.46159,-11.47964,-11.49705,-11.51443,-11.5323,-11.5501,-11.56842,-11.58817,-11.61097,-11.64206,,,,,,,
104,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
105,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00211,20.00204,20.00208,18.8437,12.82875,8.027526,4.04336,0.9264275,-1.518052,-3.437815,-4.960858,-6.183329,-7.178242,-7.997846,-8.669983,-9.2198,-9.698292,-10.09806,-10.42704,-10.69608,-10.91498,-11.09222,-11.23508,-11.34825,-11.43635,-11.50662,-11.56129,-11.60292,-11.63502,-11.65966,-11.67904,-11.69535,-11.7096,-11.72333,-11.73488,-11.74689,-11.7593,-11.77119,-11.7831,-11.79529,-11.80693,-11.81939,-11.83108,-11.84226,-11.85473,-11.86788,-11.88123,-11.89464,-11.9083,-11.93458,-11.94825,-11.96542,,,,,,,
106,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
107,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.0021,20.00208,20.00204,19.66468,13.65879,8.725458,4.975279,1.788795,-0.5196305,-2.363544,-3.982493,-5.309643,-6.404598,-7.324127,-8.124722,-8.705317,-9.248383,-9.701133,-10.0762,-10.38605,-10.64217,-10.85438,-11.02766,-11.16899,-11.28273,-11.37235,-11.44127,-11.49314,-11.53098,-11.55949,-11.58179,-11.60032,-11.61648,-11.63055,-11.64553,-11.66027,-11.67517,-11.69023,-11.7054,-11.7213,-11.73754,-11.75465,-11.77103,-11.78963,-11.8083,-11.82873,-11.84778,-11.86796,-11.88841,-11.91271,-11.93541,-11.96745,,,,,,,
108,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
109,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.0021,20.0021,20.00207,20.00203,14.69836,9.298867,5.095204,1.615784,-1.068691,-3.159271,-4.803113,-6.107857,-7.15672,-8.007062,-8.700525,-9.24,-9.702767,-10.07635,-10.37147,-10.60384,-10.78802,-10.93473,-11.054,-11.14788,-11.22882,-11.29724,-11.35544,-11.40338,-11.44424,-11.47762,-11.5053,-11.52782,-11.54455,-11.56052,-11.57525,-11.58873,-11.60139,-11.61321,-11.62502,-11.63677,-11.64809,-11.65982,-11.67039,-11.68134,-11.69324,-11.70432,-11.71675,-11.72823,-11.74057,-11.75292,-11.76522,-11.77618,,,,,,,
110,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
111,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00214,20.00208,20.00205,20.00208,15.53341,10.12356,5.938356,2.427167,-0.2146767,-2.038512,-3.785678,-5.205177,-6.372603,-7.339222,-8.150744,-8.734492,-9.261775,-9.684933,-10.02224,-10.29086,-10.50598,-10.68049,-10.8242,-10.94402,-11.0422,-11.12743,-11.19946,-11.26027,-11.31084,-11.35243,-11.38548,-11.41246,-11.43421,-11.45195,-11.46765,-11.48284,-11.49779,-11.51252,-11.52712,-11.54192,-11.55682,-11.57222,-11.58802,-11.60427,-11.61858,-11.63491,-11.65214,-11.67018,-11.689,-11.71002,-11.73361,-11.76441,,,,,,,
112,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
113,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,20.00197,20.00211,20.00208,20.00204,20.00204,20.00201,20.00206,20.00199,20.00197,20.00197,20.00199,16.11947,11.31841,7.662271,4.325943,1.769014,-0.1441917,-1.861587,-3.347111,-4.478341,-5.399958,-6.163142,-6.81492,-7.38583,-7.886303,-8.332126,-8.745825,-9.079133,-9.396192,-9.684858,-9.939692,-10.16607,-10.36041,-10.54366,-10.71102,-10.86146,-10.99684,-11.11774,-11.22707,-11.32452,-11.41154,-11.48882,-11.55616,-11.61693,-11.67148,-11.71885,-11.76069,-11.79641,-11.82652,-11.85166,-11.87269,-11.89038,,,,,,,
114,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
115,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,20.00216,20.00213,20.00212,20.00212,20.00207,20.00208,20.00205,20.00206,20.00201,20.00197,19.25388,14.82265,10.84263,7.886792,4.91185,2.259458,0.5009492,-0.9332442,-2.365036,-3.5432,-4.519856,-5.34126,-6.050306,-6.666892,-7.221483,-7.737861,-8.249896,-8.544133,-8.901017,-9.21595,-9.495292,-9.745833,-9.9743,-10.18001,-10.36978,-10.54798,-10.71302,-10.86418,-11.00274,-11.12873,-11.24282,-11.34531,-11.43678,-11.51797,-11.58737,-11.64964,-11.70327,-11.74897,-11.78792,-11.82043,-11.84969,-11.88107,,,,,,,
116,Voltage (V)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
117,Current Density(mA/cm2)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Reverse,Light,20.00218,20.00215,20.00213,20.00208,20.00211,20.00206,20.00209,20.00209,20.00206,20.00201,20.00204,19.28239,13.32549,8.660108,5.075166,1.898286,-0.3668763,-2.267313,-3.879721,-5.10676,-6.096843,-6.895817,-7.591868,-8.181258,-8.695917,-9.108933,-9.481575,-9.801858,-10.072,-10.30017,-10.49413,-10.6614,-10.80589,-10.93379,-11.04902,-11.14987,-11.23861,-11.31558,-11.38168,-11.43698,-11.48276,-11.51799,-11.54834,-11.57272,-11.59273,-11.60899,-11.62472,-11.63863,-11.65168,-11.66463,-11.67727,-11.68768,,,,,,,
118,Voltage (V)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
119,Current Density(mA/cm2)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Forward,Light,20.00215,20.00213,20.00208,20.00208,20.00205,20.00208,20.00202,20.00208,20.00204,20.00199,20.00195,20.00195,15.40633,10.56501,6.926165,3.697154,1.031797,-1.097194,-2.789733,-4.144838,-5.247102,-6.165998,-6.954354,-7.639074,-8.269817,-8.689158,-9.115492,-9.473425,-9.772992,-10.02616,-10.24324,-10.4328,-10.6015,-10.75068,-10.88456,-11.0053,-11.11284,-11.20687,-11.28777,-11.35604,-11.41166,-11.45568,-11.49023,-11.51719,-11.53682,-11.55538,-11.57286,-11.58983,-11.60737,-11.62601,-11.64707,-11.67635,,,,,,,
120,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
121,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00215,20.00211,20.00215,20.00208,20.00209,20.00212,20.00207,15.56833,11.05,7.494125,4.186843,1.572058,-0.4431544,-2.221947,-3.78895,-5.017815,-6.031338,-6.882862,-7.608452,-8.234395,-8.724725,-9.226517,-9.655025,-10.02855,-10.34965,-10.62385,-10.85637,-11.05248,-11.21609,-11.35197,-11.46054,-11.55177,-11.62542,-11.68353,-11.72871,-11.76328,-11.78998,-11.81119,-11.82883,-11.84398,-11.85758,-11.87043,-11.88364,-11.89644,-11.90921,-11.92115,-11.93411,-11.94699,-11.9597,-11.97213,-11.98482,-11.99858,,,,,,,
122,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
123,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.00214,20.00212,20.00216,20.00211,20.00212,20.00211,20.00208,17.74088,13.2665,9.255358,6.294626,3.464462,1.089494,-0.883735,-2.514287,-3.866758,-4.985092,-5.931019,-6.753757,-7.482987,-8.170524,-8.643725,-9.146308,-9.585708,-9.965633,-10.29023,-10.56348,-10.79454,-10.99217,-11.15993,-11.3012,-11.4193,-11.51597,-11.59322,-11.65281,-11.69756,-11.72988,-11.75276,-11.77187,-11.78818,-11.80316,-11.81782,-11.83196,-11.84673,-11.86163,-11.87706,-11.89183,-11.90814,-11.92578,-11.94479,-11.96545,-11.9911,,,,,,,
124,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
125,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.0022,20.00212,20.00213,20.00208,20.00211,20.00205,17.89519,12.49212,8.354817,4.630194,1.726007,-0.4660083,-2.356411,-4.002206,-5.273013,-6.305688,-7.159858,-7.878147,-8.476625,-8.979458,-9.444417,-9.840658,-10.17293,-10.44781,-10.6737,-10.85786,-11.00893,-11.13428,-11.23653,-11.32313,-11.39816,-11.46141,-11.51455,-11.55918,-11.59598,-11.62603,-11.65062,-11.67061,-11.68553,-11.70062,-11.71462,-11.72745,-11.73968,-11.75178,-11.76336,-11.77477,-11.78666,-11.79647,-11.80863,-11.82099,-11.83267,-11.84397,,,,,,,
126,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
127,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T5.JV_CR-T04-05_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00211,20.00213,20.00211,20.00212,20.0021,20.00204,20.00201,15.24948,10.62738,7.112895,3.873643,1.173284,-1.143717,-2.511873,-3.958077,-5.144661,-6.13332,-6.978699,-7.712418,-8.396333,-8.8576,-9.336067,-9.740033,-10.07408,-10.34718,-10.56962,-10.75196,-10.90394,-11.03102,-11.13914,-11.23358,-11.31437,-11.38484,-11.44391,-11.49305,-11.53286,-11.56435,-11.58917,-11.60927,-11.62432,-11.63941,-11.65419,-11.66894,-11.68351,-11.69859,-11.71368,-11.72948,-11.74686,-11.76308,-11.78178,-11.80375,-11.83346,,,,,,,
128,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
129,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,20.00176,20.00175,20.00181,19.64091,14.08517,9.87115,6.648003,3.662206,1.348691,-0.3772808,-1.940934,-3.366518,-4.473348,-5.394145,-6.180116,-6.846146,-7.470948,-8.036048,-8.556458,-8.970767,-9.394975,-9.768117,-10.09551,-10.38622,-10.64917,-10.89105,-11.11183,-11.31933,-11.52053,-11.70736,-11.88171,-12.04407,-12.19523,-12.33517,-12.4646,-12.5777,-12.68837,-12.79349,-12.8919,-12.98541,-13.07529,-13.16123,-13.24308,-13.32048,-13.39277,-13.45739,-13.51891,-13.57653,-13.62882,-13.67665,-13.72042,-13.75937,,,,,,,
